Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4,Total_Sales
2017-10-14,5130,2401,4070,1153,16262.1,15222.34,22059.4,8220.89,61764.73
2017-10-15,2867,662,3583,1381,9088.39,4197.08,19419.86,9846.53,42551.86
2017-10-16,5836,3429,3280,450,18500.12,21739.86,17777.6,3208.5,61226.079999999994
2017-10-17,1970,2606,1028,1162,6244.9,16522.04,5571.76,8285.06,36623.76
2017-10-18,7720,1997,922,259,24472.4,12660.98,4997.24,1846.67,43977.29
2017-10-19,1096,3248,1415,1664,3474.32,20592.32,7669.3,11864.32,43600.259999999995
2017-10-20,4810,634,329,1585,15247.7,4019.56,1783.18,11301.05,32351.49
2017-10-21,1417,2423,2294,1373,4491.89,15361.82,12433.48,9789.49,42076.68
2017-10-22,5809,2250,942,993,18414.53,14265.0,5105.64,7080.09,44865.259999999995
2017-10-23,7906,2461,4668,325,25062.02,15602.74,25300.56,2317.25,68282.57
2017-10-24,3369,3819,3897,1117,10679.73,24212.46,21121.74,7964.21,63978.14000000001
2017-10-25,4208,2096,632,1195,13339.36,13288.64,3425.44,8520.35,38573.79
2017-10-26,886,3893,1447,444,2808.62,24681.62,7842.74,3165.72,38498.7
2017-10-27,6653,2637,2557,421,21090.01,16718.58,13858.94,3001.73,54669.26
2017-10-28,6912,2278,5560,1771,21911.04,14442.52,30135.2,12627.23,79115.98999999999
2017-10-29,4002,2749,4267,1228,12686.34,17428.66,23127.14,8755.64,61997.78
2017-10-30,7760,1489,3938,1204,24599.2,9440.26,21343.96,8584.52,63967.94
2017-11-01,5854,380,2730,529,18557.18,2409.2,14796.6,3771.77,39534.75
2017-11-02,5943,986,5396,495,18839.31,6251.24,29246.32,3529.35,57866.22
2017-11-03,6084,3801,1769,1993,19286.28,24098.34,9587.98,14210.09,67182.68999999999
2017-11-04,2978,3605,275,1243,9440.26,22855.7,1490.5,8862.59,42649.05
2017-11-05,3636,1734,5053,299,11526.12,10993.56,27387.26,2131.87,52038.810000000005
2017-11-06,2763,3815,5770,1454,8758.71,24187.1,31273.4,10367.02,74586.23
2017-11-07,6494,1893,5681,746,20585.98,12001.62,30791.02,5318.98,68697.59999999999
2017-11-08,7104,667,1548,966,22519.68,4228.78,8390.16,6887.58,42026.2
2017-11-09,2923,3633,5534,926,9265.91,23033.22,29994.28,6602.38,68895.79000000001
2017-11-10,7204,3486,4165,492,22836.68,22101.24,22574.3,3507.96,71020.18000000001
2017-11-11,2001,3049,5954,348,6343.17,19330.66,32270.68,2481.24,60425.75
2017-11-12,1565,2121,4979,637,4961.05,13447.14,26986.18,4541.81,49936.17999999999
2017-11-13,3149,558,1363,1359,9982.33,3537.72,7387.46,9689.67,30597.18
2017-11-14,7486,1675,356,521,23730.62,10619.5,1929.52,3714.73,39994.369999999995
2017-11-15,3963,1587,2466,1144,12562.71,10061.58,13365.72,8156.72,44146.73
2017-11-16,7084,3452,1995,1900,22456.28,21885.68,10812.9,13547.0,68701.86
2017-11-17,7085,1870,2713,1409,22459.45,11855.8,14704.46,10046.17,59065.88
2017-11-18,2636,1114,3433,1381,8356.12,7062.76,18606.86,9846.53,43872.270000000004
2017-11-19,4597,3756,1687,1634,14572.49,23813.04,9143.54,11650.42,59179.49
2017-11-20,2940,2913,3043,279,9319.8,18468.42,16493.06,1989.27,46270.549999999996
2017-11-21,5981,917,2977,1919,18959.77,5813.78,16135.34,13682.47,54591.36
2017-11-22,4785,1570,4979,1495,15168.45,9953.8,26986.18,10659.35,62767.78
2017-11-23,2268,3664,1766,323,7189.56,23229.76,9571.72,2302.99,42294.03
2017-11-24,2686,3158,712,1413,8514.62,20021.72,3859.04,10074.69,42470.07000000001
2017-11-25,7462,1312,3077,1103,23654.54,8318.08,16677.34,7864.39,56514.350000000006
2017-11-26,5614,3101,3037,448,17796.38,19660.34,16460.54,3194.24,57111.5
2017-11-27,6309,3821,950,1202,19999.53,24225.14,5149.0,8570.26,57943.93
2017-11-28,3088,634,3991,1107,9788.96,4019.56,21631.22,7892.91,43332.649999999994
2017-11-29,4405,1857,3137,961,13963.85,11773.38,17002.54,6851.93,49591.700000000004
2017-11-30,896,929,3919,1267,2840.32,5889.86,21240.98,9033.71,39004.869999999995
2017-12-01,1564,1347,4545,1612,4957.88,8539.98,24633.9,11493.56,49625.32
2017-12-02,928,2949,4090,974,2941.76,18696.66,22167.8,6944.62,50750.840000000004
2017-12-03,2842,3761,707,408,9009.14,23844.74,3831.94,2909.04,39594.86000000001
2017-12-04,1619,2334,5833,586,5132.23,14797.56,31614.86,4178.18,55722.83
2017-12-05,2964,3169,3780,749,9395.88,20091.46,20487.6,5340.37,55315.31
2017-12-06,4099,1564,3727,759,12993.83,9915.76,20200.34,5411.67,48521.6
2017-12-07,1989,930,4487,941,6305.13,5896.2,24319.54,6709.33,43230.200000000004
2017-12-08,3192,2757,477,337,10118.64,17479.38,2585.34,2402.81,32586.170000000002
2017-12-09,6137,642,3189,1737,19454.29,4070.28,17284.38,12384.81,53193.759999999995
2017-12-10,3728,2982,3983,355,11817.76,18905.88,21587.86,2531.15,54842.65
2017-12-11,7090,2937,1883,1729,22475.3,18620.58,10205.86,12327.77,63629.51000000001
2017-12-12,6887,1826,3903,1775,21831.79,11576.84,21154.26,12655.75,67218.64
2017-12-13,7294,2804,565,774,23121.98,17777.36,3062.3,5518.62,49480.26
2017-12-14,6460,3989,2289,1531,20478.2,25290.26,12406.38,10916.03,69090.87
2017-12-15,7629,3385,2874,1632,24183.93,21460.9,15577.08,11636.16,72858.07
2017-12-16,1061,395,3952,794,3363.37,2504.3,21419.84,5661.22,32948.73
2017-12-17,7840,2055,2375,550,24852.8,13028.7,12872.5,3921.5,54675.5
2017-12-18,5050,1125,5556,286,16008.5,7132.5,30113.52,2039.18,55293.700000000004
2017-12-19,4872,2516,1229,1702,15444.24,15951.44,6661.18,12135.26,50192.12
2017-12-20,3025,550,5301,1578,9589.25,3487.0,28731.42,11251.14,53058.81
2017-12-21,2042,755,1738,1518,6473.14,4786.7,9419.96,10823.34,31503.14
2017-12-22,464,3141,2617,965,1470.88,19913.94,14184.14,6880.45,42449.409999999996
2017-12-23,3188,3932,4640,1229,10105.96,24928.88,25148.8,8762.77,68946.41
2017-12-24,7364,3280,3024,564,23343.88,20795.2,16390.08,4021.32,64550.48
2017-12-25,6620,3314,1712,1594,20985.4,21010.76,9279.04,11365.22,62640.420000000006
2017-12-26,6816,2632,5275,1781,21606.72,16686.88,28590.5,12698.53,79582.63
2017-12-27,1101,2237,1007,1841,3490.17,14182.58,5457.94,13126.33,36257.02
2017-12-28,1675,1071,5293,1504,5309.75,6790.14,28688.06,10723.52,51511.47
2017-12-29,2353,1085,2261,1537,7459.01,6878.9,12254.62,10958.81,37551.34
2017-12-30,5540,3197,4520,348,17561.8,20268.98,24498.4,2481.24,64810.42
2018-01-01,714,2904,5026,276,2263.38,18411.36,27240.92,1967.88,49883.54
2018-01-02,287,1588,5687,961,909.79,10067.92,30823.54,6851.93,48653.18
2018-01-03,838,3493,3289,594,2656.46,22145.62,17826.38,4235.22,46863.68
2018-01-04,4721,1240,990,437,14965.57,7861.6,5365.8,3115.81,31308.78
2018-01-05,3807,472,2151,708,12068.19,2992.48,11658.42,5048.04,31767.13
2018-01-06,7149,1506,3049,1804,22662.33,9548.04,16525.58,12862.52,61598.47
2018-01-07,336,1545,974,1866,1065.12,9795.3,5279.08,13304.58,29444.079999999998
2018-01-08,1989,2626,3860,1346,6305.13,16648.84,20921.2,9596.98,53472.149999999994
2018-01-09,1341,895,5375,941,4250.97,5674.3,29132.5,6709.33,45767.100000000006
2018-01-10,1422,3448,4663,1049,4507.74,21860.32,25273.46,7479.37,59120.89
2018-01-11,5587,3007,3928,1019,17710.79,19064.38,21289.76,7265.47,65330.399999999994
2018-01-12,4508,2197,4092,1192,14290.36,13928.98,22178.64,8498.96,58896.939999999995
2018-01-13,287,3064,5665,1510,909.79,19425.76,30704.3,10766.3,61806.149999999994
2018-01-14,6891,3432,3499,1017,21844.47,21758.88,18964.58,7251.21,69819.14000000001
2018-01-15,3085,3880,3453,1610,9779.45,24599.2,18715.26,11479.3,64573.21000000001
2018-01-16,1300,3840,3629,745,4121.0,24345.6,19669.18,5311.85,53447.63
2018-01-17,811,2910,254,252,2570.87,18449.4,1376.68,1796.76,24193.71
2018-01-18,5439,2673,2458,839,17241.63,16946.82,13322.36,5982.07,53492.88
2018-01-19,6812,985,4253,415,21594.04,6244.9,23051.26,2958.95,53849.149999999994
2018-01-20,2453,3176,1499,987,7776.01,20135.84,8124.58,7037.31,43073.74
2018-01-21,2402,1062,5349,1180,7614.34,6733.08,28991.58,8413.4,51752.4
2018-01-22,6738,2780,2131,963,21359.46,17625.2,11550.02,6866.19,57400.87000000001
2018-01-23,3824,1173,936,531,12122.08,7436.82,5073.12,3786.03,28418.05
2018-01-24,7003,2999,3104,958,22199.51,19013.66,16823.68,6830.54,64867.39
2018-01-25,3976,314,1331,1434,12603.92,1990.76,7214.02,10224.42,32033.120000000003
2018-01-26,4334,2748,1851,868,13738.78,17422.32,10032.42,6188.84,47382.36
2018-01-27,5990,1617,3701,1652,18988.3,10251.78,20059.42,11778.76,61078.26
2018-01-28,2724,3366,3548,812,8635.08,21340.44,19230.16,5789.56,54995.23999999999
2018-01-29,6826,493,4186,1258,21638.42,3125.62,22688.12,8969.54,56421.7
2018-01-30,4596,2890,4130,1249,14569.32,18322.6,22384.6,8905.37,64181.89
2018-01-31,5650,3842,5358,988,17910.5,24358.28,29040.36,7044.44,78353.58
2018-02-01,6714,1686,977,1855,21283.38,10689.24,5295.34,13226.15,50494.11000000001
2018-02-02,4006,816,2608,349,12699.02,5173.44,14135.36,2488.37,34496.19
2018-02-03,7721,402,5821,1858,24475.57,2548.68,31549.82,13247.54,71821.61
2018-02-04,564,585,2820,891,1787.88,3708.9,15284.4,6352.83,27134.010000000002
2018-02-05,1599,1572,3777,1069,5068.83,9966.48,20471.34,7621.97,43128.62
2018-02-06,321,2193,4274,1490,1017.57,13903.62,23165.08,10623.7,48709.97
2018-02-07,5209,2093,4768,756,16512.53,13269.62,25842.56,5390.28,61014.990000000005
2018-02-08,5760,462,3593,708,18259.2,2929.08,19474.06,5048.04,45710.38
2018-02-09,256,3499,5198,705,811.52,22183.66,28173.16,5026.65,56194.99
2018-02-10,6590,2759,3797,288,20890.3,17492.06,20579.74,2053.44,61015.54000000001
2018-02-11,3189,2923,3823,1759,10109.13,18531.82,20720.66,12541.67,61903.28
2018-02-12,6659,1078,921,1684,21109.03,6834.52,4991.82,12006.92,44942.28999999999
2018-02-13,4540,2881,2329,1277,14391.8,18265.54,12623.18,9105.01,54385.530000000006
2018-02-14,7685,3944,5129,303,24361.45,25004.96,27799.18,2160.39,79325.98
2018-02-15,4608,3930,4007,271,14607.36,24916.2,21717.94,1932.23,63173.73
2018-02-16,1631,3160,1047,1750,5170.27,20034.4,5674.74,12477.5,43356.91
2018-02-17,1342,1549,2499,387,4254.14,9820.66,13544.58,2759.31,30378.69
2018-02-18,7965,3616,2826,1409,25249.05,22925.44,15316.92,10046.17,73537.58
2018-02-19,3042,1708,4458,1344,9643.14,10828.72,24162.36,9582.72,54216.94
2018-02-20,7053,489,1880,1291,22358.01,3100.26,10189.6,9204.83,44852.7
2018-02-21,6289,3746,3535,1419,19936.13,23749.64,19159.7,10117.47,72962.94
2018-02-22,6896,3967,737,396,21860.32,25150.78,3994.54,2823.48,53829.12
2018-02-23,992,3640,5747,1606,3144.64,23077.6,31148.74,11450.78,68821.76
2018-02-24,5921,298,4237,1254,18769.57,1889.32,22964.54,8941.02,52564.45
2018-02-25,492,2711,5364,521,1559.64,17187.74,29072.88,3714.73,51534.990000000005
2018-02-26,7059,1176,3256,1484,22377.03,7455.84,17647.52,10580.92,58061.31
2018-02-27,5146,2482,3671,685,16312.82,15735.88,19896.82,4884.05,56829.57
2018-02-28,6811,401,3627,788,21590.87,2542.34,19658.34,5618.44,49409.990000000005
2018-03-01,6952,3254,2168,1058,22037.84,20630.36,11750.56,7543.54,61962.299999999996
2018-03-02,5885,2118,1201,1942,18655.45,13428.12,6509.42,13846.46,52439.45
2018-03-03,4388,3166,4425,993,13909.96,20072.44,23983.5,7080.09,65045.98999999999
2018-03-04,7232,3392,884,1491,22925.44,21505.28,4791.28,10630.83,59852.83
2018-03-05,1934,428,2407,819,6130.78,2713.52,13045.94,5839.47,27729.71
2018-03-06,3507,266,3544,274,11117.19,1686.44,19208.48,1953.62,33965.73
2018-03-07,979,1870,377,1038,3103.43,11855.8,2043.34,7400.94,24403.51
2018-03-08,4883,1957,5124,848,15479.11,12407.38,27772.08,6046.24,61704.81
2018-03-09,1006,1895,4281,506,3189.02,12014.3,23203.02,3607.78,42014.119999999995
2018-03-10,4610,1011,2324,273,14613.7,6409.74,12596.08,1946.49,35566.01
2018-03-11,3808,413,2284,1302,12071.36,2618.42,12379.28,9283.26,36352.32
2018-03-12,1431,3690,568,275,4536.27,23394.6,3078.56,1960.75,32970.18
2018-03-13,7905,2246,5099,1407,25058.85,14239.64,27636.58,10031.91,76966.98000000001
2018-03-14,2946,3525,1982,1971,9338.82,22348.5,10742.44,14053.23,56482.990000000005
2018-03-15,6745,1303,2707,1557,21381.65,8261.02,14671.94,11101.41,55416.020000000004
2018-03-16,7320,3889,1062,617,23204.4,24656.26,5756.04,4399.21,58015.91
2018-03-17,7191,3411,4907,1369,22795.47,21625.74,26595.94,9760.97,80778.12000000001
2018-03-18,4137,3211,3863,1956,13114.29,20357.74,20937.46,13946.28,68355.77
2018-03-19,4791,2178,4140,503,15187.47,13808.52,22438.8,3586.39,55021.17999999999
2018-03-20,6450,3102,4715,535,20446.5,19666.68,25555.3,3814.55,69483.03
2018-03-21,3537,1625,5210,715,11212.29,10302.5,28238.2,5097.95,54850.94
2018-03-22,3917,1189,2493,1747,12416.89,7538.26,13512.06,12456.11,45923.32
2018-03-23,6957,1411,2923,462,22053.69,8945.74,15842.66,3294.06,50136.149999999994
2018-03-24,1616,2389,6000,1907,5122.72,15146.26,32520.0,13596.91,66385.89
2018-03-25,3156,720,721,690,10004.52,4564.8,3907.82,4919.7,23396.84
2018-03-26,1035,1231,5287,1940,3280.95,7804.54,28655.54,13832.2,53573.229999999996
2018-03-27,3438,1109,1674,1423,10898.46,7031.06,9073.08,10145.99,37148.59
2018-03-28,6576,442,1988,1159,20845.92,2802.28,10774.96,8263.67,42686.829999999994
2018-03-29,7136,3360,2055,1821,22621.12,21302.4,11138.1,12983.73,68045.35
2018-03-30,4459,1354,5739,378,14135.03,8584.36,31105.38,2695.14,56519.91
2018-03-31,7446,2936,5476,1010,23603.82,18614.24,29679.92,7201.3,79099.28
2018-04-01,4687,907,4835,1500,14857.79,5750.38,26205.7,10695.0,57508.87
2018-04-02,4335,3288,754,1568,13741.95,20845.92,4086.68,11179.84,49854.39
2018-04-03,3860,2801,499,1934,12236.2,17758.34,2704.58,13789.42,46488.54
2018-04-04,5878,3206,3795,936,18633.26,20326.04,20568.9,6673.68,66201.88
2018-04-05,1723,3789,5966,299,5461.91,24022.26,32335.72,2131.87,63951.76
2018-04-06,1561,2351,775,1855,4948.37,14905.34,4200.5,13226.15,37280.36
2018-04-07,3314,2516,2357,1152,10505.38,15951.44,12774.94,8213.76,47445.520000000004
2018-04-08,6024,2731,4986,1123,19096.08,17314.54,27024.12,8006.99,71441.73000000001
2018-04-09,5226,1924,4266,1222,16566.42,12198.16,23121.72,8712.86,60599.16
2018-04-10,3595,718,1040,421,11396.15,4552.12,5636.8,3001.73,24586.8
2018-04-11,6050,1471,1113,1941,19178.5,9326.14,6032.46,13839.33,48376.43
2018-04-12,1348,349,5857,1705,4273.16,2212.66,31744.94,12156.65,50387.409999999996
2018-04-13,604,463,896,1456,1914.68,2935.42,4856.32,10381.28,20087.7
2018-04-14,6573,1578,1909,1937,20836.41,10004.52,10346.78,13810.81,54998.52
2018-04-15,2269,1148,1848,1118,7192.73,7278.32,10016.16,7971.34,32458.55
2018-04-16,5568,1216,4503,544,17650.56,7709.44,24406.26,3878.72,53644.979999999996
2018-04-17,7435,3348,5655,570,23568.95,21226.32,30650.1,4064.1,79509.47
2018-04-18,4179,3487,3216,1937,13247.43,22107.58,17430.72,13810.81,66596.54000000001
2018-04-19,5976,2656,2600,1910,18943.92,16839.04,14092.0,13618.3,63493.259999999995
2018-04-20,6482,3518,4904,991,20547.94,22304.12,26579.68,7065.83,76497.56999999999
2018-04-21,5455,470,3844,654,17292.35,2979.8,20834.48,4663.02,45769.649999999994
2018-04-22,2881,2904,955,427,9132.77,18411.36,5176.1,3044.51,35764.740000000005
2018-04-23,2460,1657,5496,1665,7798.2,10505.38,29788.32,11871.45,59963.34999999999
2018-04-24,2899,591,3995,836,9189.83,3746.94,21652.9,5960.68,40550.35
2018-04-25,733,3576,837,1467,2323.61,22671.84,4536.54,10459.71,39991.7
2018-04-26,2786,3564,1104,1622,8831.62,22595.76,5983.68,11564.86,48975.92
2018-04-27,2071,3237,462,785,6565.07,20522.58,2504.04,5597.05,35188.740000000005
2018-04-28,6061,3965,1259,1788,19213.37,25138.1,6823.78,12748.44,63923.69
2018-04-29,5665,2708,2015,1385,17958.05,17168.72,10921.3,9875.05,55923.12000000001
2018-04-30,7089,2339,4209,1296,22472.13,14829.26,22812.78,9240.48,69354.65
2018-05-01,1526,1243,4093,1334,4837.42,7880.62,22184.06,9511.42,44413.520000000004
2018-05-02,4661,1471,5539,1205,14775.37,9326.14,30021.38,8591.65,62714.54
2018-05-03,6551,1940,5788,602,20766.67,12299.6,31370.96,4292.26,68729.48999999999
2018-05-04,7362,2781,4759,1067,23337.54,17631.54,25793.78,7607.71,74370.57
2018-05-05,7507,727,3169,1747,23797.19,4609.18,17175.98,12456.11,58038.46
2018-05-06,1107,1296,1553,1188,3509.19,8216.64,8417.26,8470.44,28613.53
2018-05-07,7170,2336,3558,532,22728.9,14810.24,19284.36,3793.16,60616.66
2018-05-08,7017,2608,285,421,22243.89,16534.72,1544.7,3001.73,43325.04
2018-05-09,2034,606,345,251,6447.78,3842.04,1869.9,1789.63,13949.349999999999
2018-05-10,2640,445,849,831,8368.8,2821.3,4601.58,5925.03,21716.71
2018-05-11,7990,3664,3091,526,25328.3,23229.76,16753.22,3750.38,69061.66
2018-05-12,6691,3329,5245,1075,21210.47,21105.86,28427.9,7664.75,78408.98000000001
2018-05-13,7426,959,2329,1412,23540.42,6080.06,12623.18,10067.56,52311.22
2018-05-14,6590,2825,5138,979,20890.3,17910.5,27847.96,6980.27,73629.03000000001
2018-05-15,542,2551,5605,652,1718.14,16173.34,30379.1,4648.76,52919.340000000004
2018-05-16,4705,1566,5453,1162,14914.85,9928.44,29555.26,8285.06,62683.61
2018-05-17,3842,598,2696,1322,12179.14,3791.32,14612.32,9425.86,40008.64
2018-05-18,7941,3845,5784,1037,25172.97,24377.3,31349.28,7393.81,88293.36
2018-05-19,7843,1946,2819,307,24862.31,12337.64,15278.98,2188.91,54667.84
2018-05-20,3360,654,4640,739,10651.2,4146.36,25148.8,5269.07,45215.43
2018-05-21,4416,1093,5762,1798,13998.72,6929.62,31230.04,12819.74,64978.12
2018-05-22,3535,1781,4711,1403,11205.95,11291.54,25533.62,10003.39,58034.5
2018-05-23,6589,1990,4953,371,20887.13,12616.6,26845.26,2645.23,62994.22000000001
2018-05-24,6254,2937,973,1953,19825.18,18620.58,5273.66,13924.89,57644.31
2018-05-25,3926,3014,941,725,12445.42,19108.76,5100.22,5169.25,41823.65
2018-05-26,4332,268,5822,1064,13732.44,1699.12,31555.24,7586.32,54573.12
2018-05-27,6243,3328,347,544,19790.31,21099.52,1880.74,3878.72,46649.29
2018-05-28,907,1988,2156,1544,2875.19,12603.92,11685.52,11008.72,38173.35
2018-05-29,1821,3621,1380,857,5772.57,22957.14,7479.6,6110.41,42319.72
2018-05-30,4304,512,1991,1846,13643.68,3246.08,10791.22,13161.98,40842.96000000001
2018-05-31,7728,3410,2764,936,24497.76,21619.4,14980.88,6673.68,67771.72
2018-06-01,4581,2430,1369,639,14521.77,15406.2,7419.98,4556.07,41904.02
2018-06-02,3613,325,738,874,11453.21,2060.5,3999.96,6231.62,23745.289999999997
2018-06-03,3032,967,4679,929,9611.44,6130.78,25360.18,6623.77,47726.17
2018-06-04,7384,3040,5870,364,23407.28,19273.6,31815.4,2595.32,77091.6
2018-06-05,6030,329,5291,1459,19115.1,2085.86,28677.22,10402.67,60280.85
2018-06-06,794,2478,3893,1623,2516.98,15710.52,21100.06,11571.99,50899.549999999996
2018-06-07,6775,2350,5782,422,21476.75,14899.0,31338.44,3008.86,70723.05
2018-06-08,4001,3520,4459,1073,12683.17,22316.8,24167.78,7650.49,66818.24
2018-06-09,5410,2647,672,1414,17149.7,16781.98,3642.24,10081.82,47655.74
2018-06-10,2557,889,1195,702,8105.69,5636.26,6476.9,5005.26,25224.11
2018-06-11,3956,863,1513,1685,12540.52,5471.42,8200.46,12014.05,38226.45
2018-06-12,1977,2441,4899,1481,6267.09,15475.94,26552.58,10559.53,58855.14
2018-06-13,5830,3644,1349,1136,18481.1,23102.96,7311.58,8099.68,56995.32
2018-06-14,6520,2166,2171,422,20668.4,13732.44,11766.82,3008.86,49176.520000000004
2018-06-15,6594,636,5675,354,20902.98,4032.24,30758.5,2524.02,58217.74
2018-06-16,7106,2640,2710,758,22526.02,16737.6,14688.2,5404.54,59356.35999999999
2018-06-17,7673,1585,1626,446,24323.41,10048.9,8812.92,3179.98,46365.21
2018-06-18,4651,1570,457,1740,14743.67,9953.8,2476.94,12406.2,39580.61
2018-06-19,5348,3046,5813,386,16953.16,19311.64,31506.46,2752.18,70523.44
2018-06-20,862,3379,4801,1239,2732.54,21422.86,26021.42,8834.07,59010.89
2018-06-21,6643,426,3429,1603,21058.31,2700.84,18585.18,11429.39,53773.72
2018-06-22,2778,1185,1068,1341,8806.26,7512.9,5788.56,9561.33,31669.050000000003
2018-06-23,805,1354,878,675,2551.85,8584.36,4758.76,4812.75,20707.72
2018-06-24,4974,274,648,637,15767.58,1737.16,3512.16,4541.81,25558.710000000003
2018-06-25,4595,3551,3275,258,14566.15,22513.34,17750.5,1839.54,56669.53
2018-06-26,2803,1485,1012,1659,8885.51,9414.9,5485.04,11828.67,35614.12
2018-06-27,3317,2679,3377,1259,10514.89,16984.86,18303.34,8976.67,54779.759999999995
2018-06-28,6755,674,1224,268,21413.35,4273.16,6634.08,1910.84,34231.42999999999
2018-06-29,3750,2112,3149,390,11887.5,13390.08,17067.58,2780.7,45125.86
2018-06-30,1670,3042,2799,252,5293.9,19286.28,15170.58,1796.76,41547.520000000004
2018-07-01,3864,3664,4251,719,12248.88,23229.76,23040.42,5126.47,63645.53
2018-07-02,2476,1868,1312,1265,7848.92,11843.12,7111.04,9019.45,35822.53
2018-07-03,4387,3112,2090,1813,13906.79,19730.08,11327.8,12926.69,57891.36
2018-07-04,1333,2497,502,1276,4225.61,15830.98,2720.84,9097.88,31875.309999999998
2018-07-05,3238,448,869,1618,10264.46,2840.32,4709.98,11536.34,29351.1
2018-07-06,7994,905,3440,820,25340.98,5737.7,18644.8,5846.6,55570.079999999994
2018-07-07,7515,580,3652,825,23822.55,3677.2,19793.84,5882.25,53175.84
2018-07-08,2709,1143,2307,1765,8587.53,7246.62,12503.94,12584.45,40922.54000000001
2018-07-09,4719,3489,4906,1402,14959.23,22120.26,26590.52,9996.26,73666.26999999999
2018-07-10,7897,780,3613,1466,25033.49,4945.2,19582.46,10452.58,60013.73
2018-07-11,4616,1790,5255,576,14632.72,11348.6,28482.1,4106.88,58570.299999999996
2018-07-12,444,641,641,1328,1407.48,4063.94,3474.22,9468.64,18414.28
2018-07-13,2324,3413,4863,365,7367.08,21638.42,26357.46,2602.45,57965.409999999996
2018-07-14,2517,811,3957,483,7978.89,5141.74,21446.94,3443.79,38011.36
2018-07-15,423,3893,1186,554,1340.91,24681.62,6428.12,3950.02,36400.67
2018-07-16,3822,2587,3161,381,12115.74,16401.58,17132.62,2716.53,48366.47
2018-07-17,3067,516,2554,1860,9722.39,3271.44,13842.68,13261.8,40098.31
2018-07-18,3310,1261,5757,321,10492.7,7994.74,31202.94,2288.73,51979.11000000001
2018-07-19,2744,847,2493,1649,8698.48,5369.98,13512.06,11757.37,39337.89
2018-07-20,3573,2682,5966,1888,11326.41,17003.88,32335.72,13461.44,74127.45
